id,retweet_count,favorite_count
840728873075638272,16256,0
840698636975636481,2,177
840696689258311684,976,12378
840632337062862849,1780,9064
840370681858686976,4572,16585
840268004936019968,5774,19426
839990271299457024,2294,13527
839549326359670784,7832,27723
839290600511926273,145,0
839239871831150596,6581,27414
838952994649550848,4034,19837
838921590096166913,2081,11263
838916489579200512,35,0
838831947270979586,11110,0
838561493054533637,1347,11026
838476387338051585,4823,22769
838201503651401729,10177,0
838150277551247360,333,1692
838085839343206401,1,143
838083903487373313,3174,17810
837820167694528512,7938,34498
837482249356513284,445,3878
837471256429613056,2300,12941
837110210464448512,2392,16231
836989968035819520,2309,12901
836753516572119041,4692,19543
836677758902222849,2246,12742
836648853927522308,561,0
836397794269200385,27866,0
836380477523124226,3014,14908
836260088725786625,4342,21576
836001077879255040,4310,19322
835685285446955009,8223,0
835574547218894849,3659,18014
835536468978302976,1725,0
835309094223372289,21258,0
835297930240217089,3055,16664
835264098648616962,1725,7829
835246439529840640,73,2135
835172783151792128,5842,26503
835152434251116546,3057,22721
834931633769889797,1671,10957
834786237630337024,5564,21613
834574053763584002,2570,13845
834477809192075265,10812,0
834458053273591808,1706,9744
834209720923721728,4831,20895
834167344700198914,3708,16032
834089966724603904,2168,10174
834086379323871233,2236,13237
833863086058651648,2443,13581
833826103416520705,3819,18273
833732339549220864,222,0
833722901757046785,3278,21065
833479644947025920,2086,15060
833124694597443584,4916,20459
832998151111966721,2237,13467
832769181346996225,39,0
832757312314028032,3684,17086
832682457690300417,2963,12047
832645525019123713,537,2974
832636094638288896,2836,16087
832397543355072512,2249,12127
832369877331693569,3242,17430
832273440279240704,2372,11517
832215909146226688,6309,0
832215726631055365,9515,0
832088576586297345,2,64
832040443403784192,9791,0
832032802820481025,4745,18146
831939777352105988,6248,24354
831926988323639298,34,343
831911600680497154,6613,28058
831670449226514432,1854,10612
831650051525054464,1969,7267
831552930092285952,2346,9130
831322785565769729,1580,9396
831315979191906304,1143,6650
831309418084069378,2498,11927
831262627380748289,2083,12092
830956169170665475,1521,8106
830583320585068544,17112,68009
830173239259324417,5812,0
830097400375152640,3008,9997
829878982036299777,5122,0
829861396166877184,1986,12428
829501995190984704,10812,32302
829449946868879360,2068,10636
829141528400556032,7507,24866
829011960981237760,16599,54012
828801551087042563,3479,0
828770345708580865,5986,26017
828708714936930305,11424,37202
828650029636317184,1380,9684
828409743546925057,1184,6453
828408677031882754,1315,7804
828381636999917570,2256,12816
828376505180889089,1091,7518
828372645993398273,2998,12782
828361771580813312,174,2236
828046555563323392,2929,11984
828011680017821696,2195,10535
827933404142436356,5350,20466
827653905312006145,3083,15752
827600520311402496,961,7564
827324948884643840,3121,16162
827199976799354881,2278,10767
826958653328592898,5122,21977
826848821049180160,10394,37083
826615380357632002,4076,0
826598799820865537,257,5217
826598365270007810,2397,10238
826476773533745153,4293,18780
826240494070030336,2654,13546
826204788643753985,945,4970
826115272272650244,3208,15956
825876512159186944,1923,10674
825829644528148480,2546,12969
825535076884762624,17892,57891
825147591692263424,4656,18671
825120256414846976,1296,0
825026590719483904,1296,6453
824796380199809024,5624,0
824775126675836928,3612,15233
824663926340194305,1782,10302
824325613288833024,10740,12056
824297048279236611,3963,15382
824025158776213504,609,4923
823939628516474880,2769,10850
823719002937630720,11488,0
823699002998870016,2581,14248
823581115634085888,2697,13304
823333489516937216,25,714
823322678127919110,4135,16077
823269594223824897,10138,0
822975315408461824,3538,17692
822872901745569793,44404,134749
822859134160621569,2353,13565
822647212903690241,6567,0
822610361945911296,3028,15139
822489057087389700,6567,18558
822462944365645825,14732,28766
822244816520155136,10138,35770
822163064745328640,4916,0
821886076407029760,2371,11592
821813639212650496,3443,0
821765923262631936,1692,8615
821522889702862852,1813,8211
821421320206483457,5744,0
821407182352777218,4476,12069
821153421864615936,10,262
821149554670182400,2057,8860
821107785811234820,2197,9813
821044531881721856,2344,12950
820837357901512704,6933,0
820749716845686786,10177,32302
820690176645140481,3320,12506
820494788566847489,578,0
820446719150292993,2641,0
820314633777061888,578,3420
820078625395449857,6467,20306
820013781606658049,1217,0
819952236453363712,1217,5450
819924195358416896,5000,13209
819711362133872643,3199,13745
819588359383371776,2045,9866
819347104292290561,1242,7403
819238181065359361,418,2334
819227688460238848,6933,23664
819015337530290176,37886,0
819015331746349057,19477,0
819006400881917954,19477,46409
819004803107983360,37886,89122
818646164899774465,21598,0
818627210458333184,7755,22950
818614493328580609,2648,10102
818588835076603904,6332,0
818536468981415936,2538,11207
818307523543449600,8357,0
818259473185828864,2353,11311
818145370475810820,2651,12618
817908911860748288,826,4988
817827839487737858,27866,53103
817777686764523521,2777,11019
817536400337801217,3070,12076
817502432452313088,3492,0
817423860136083457,15219,34847
817415592588222464,984,5747
817181837579653120,8732,0
817171292965273600,2086,8992
817120970343411712,2683,12529
817056546584727552,1696,8823
816829038950027264,4849,0
816816676327063552,2095,10275
816697700272001025,2264,10056
816450570814898180,8357,31349
816336735214911488,2011,8850
816091915477250048,2215,9174
816062466425819140,1062,0
816014286006976512,5446,0
815990720817401858,1062,5098
815966073409433600,8732,23019
815745968457060357,4270,0
815736392542261248,2341,10129
815639385530101762,1698,8448
815390420867969024,3923,10653
814986499976527872,1322,7862
814638523311648768,2786,11588
814578408554463233,6016,0
814530161257443328,1918,8889
814153002265309185,8962,29599
813944609378369540,3282,0
813910438903693312,1927,9562
813812741911748608,14425,37457
813800681631023104,1819,8554
813217897535406080,7531,19181
813202720496779264,1864,9495
813187593374461952,4506,20460
813172488309972993,1992,9559
813157409116065792,2285,7999
813142292504645637,2457,8723
813130366689148928,460,4605
813127251579564032,3231,12196
813112105746448384,2835,10614
813096984823349248,3739,10850
813081950185472002,2857,10163
813066809284972545,2015,8199
813051746834595840,7609,21570
812781120811126785,1973,7801
812709060537683968,1480,6820
812503143955202048,1264,6245
812466873996607488,1998,8209
812372279581671427,3790,14090
811985624773361665,1451,7482
811744202451197953,1650,7769
811647686436880384,768,5770
811627233043480576,3191,13157
811386762094317568,6593,21557
810984652412424192,1482,5504
810896069567610880,1830,9303
810657578271330305,2748,11307
810284430598270976,11711,36348
810254108431155201,3479,15139
809920764300447744,4076,15983
809808892968534016,5071,0
809448704142938112,1517,7149
809220051211603969,5812,20536
809084759137812480,3645,13639
808838249661788160,3155,10420
808733504066486276,2245,8166
808501579447930884,2696,11648
808344865868283904,21598,43938
808134635716833280,6143,0
808106460588765185,2284,9057
808001312164028416,3651,12944
807621403335917568,3771,15029
807106840509214720,57442,122070
807059379405148160,7601,0
807010152071229440,3992,13470
806629075125202948,35919,77146
806620845233815552,5726,0
806576416489959424,2013,5039
806542213899489280,2441,10539
806242860592926720,12045,0
806219024703037440,1229,6630
805958939288408065,5546,0
805932879469572096,1988,8527
805826884734976000,1894,6771
805823200554876929,8322,0
805520635690676224,1721,5932
805487436403003392,2616,9078
805207613751304193,1778,8060
804738756058218496,3964,14124
804475857670639616,2083,6330
804413760345620481,3340,0
804026241225523202,16745,45993
803773340896923648,2851,10375
803692223237865472,7686,0
803638050916102144,4286,11295
803380650405482500,1932,8019
803321560782307329,5502,0
803276597545603072,2546,10352
802952499103731712,2082,9317
802624713319034886,3012,0
802600418706604034,1525,7337
802572683846291456,2596,9232
802323869084381190,6041,16728
802265048156610565,1422,6985
802239329049477120,2713,9369
802185808107208704,279,0
801958328846974976,1769,7986
801854953262350336,247,1836
801538201127157760,2134,8478
801285448605831168,851,6258
801167903437357056,6143,25284
801127390143516673,4094,0
801115127852503040,2182,8345
800859414831898624,98,709
800855607700029440,1670,0
800751577355128832,2893,10897
800513324630806528,3098,13569
800459316964663297,2246,9806
800443802682937345,4470,0
800388270626521089,2903,11526
800188575492947969,4086,0
800141422401830912,2641,15800
800018252395122689,13649,29303
799774291445383169,4851,0
799757965289017345,2236,8679
799422933579902976,1996,8317
799308762079035393,5667,0
799297110730567681,2860,10218
799063482566066176,2555,8345
798933969379225600,4636,13523
798925684722855936,1487,7721
798705661114773508,6885,0
798701998996647937,8074,0
798697898615730177,6718,0
798694562394996736,5148,0
798686750113755136,2411,0
798682547630837760,4885,0
798673117451325440,5740,0
798665375516884993,4043,0
798644042770751489,1918,0
798628517273620480,2047,0
798585098161549313,5919,0
798576900688019456,6041,0
798340744599797760,3472,0
798209839306514432,2646,10746
797971864723324932,3223,11996
797545162159308800,5045,15017
797236660651966464,6841,20613
797165961484890113,27,232
796904159865868288,9241,0
796865951799083009,1984,7942
796759840936919040,3156,12231
796563435802726400,7523,0
796484825502875648,1826,7821
796387464403357696,4309,11377
796177847564038144,14818,0
796149749086875649,14818,33329
796125600683540480,1866,5125
796116448414461957,2495,9412
796080075804475393,2404,8739
796031486298386433,3847,11164
795464331001561088,24551,51296
795400264262053889,2986,10406
795076730285391872,5624,16747
794983741416415232,3503,0
794926597468000259,2394,10607
794355576146903043,10691,0
794332329137291264,2766,9879
794205286408003585,3436,9522
793962221541933056,5071,17367
793845145112371200,1938,9529
793614319594401792,3250,0
793601777308463104,1688,8243
793500921481273345,2467,11030
793286476301799424,9515,25399
793271401113350145,2480,8989
793256262322548741,8659,20631
793241302385262592,3404,10872
793226087023144960,2969,10166
793210959003287553,2893,9225
793195938047070209,5843,15796
793180763617361921,2080,7174
793165685325201412,2881,9736
793150605191548928,1760,6385
793135492858580992,2576,6664
793120401413079041,4055,13106
792913359805018113,4114,14808
792883833364439040,4425,11683
792773781206999040,1743,7601
792394556390137856,4448,13893
792050063153438720,1870,7405
791821351946420224,21819,0
791784077045166082,9951,0
791780927877898241,3956,0
791774931465953280,23003,46585
791672322847637504,3250,12134
791406955684368384,4270,13557
791312159183634433,2625,9080
791026214425268224,4241,0
790987426131050500,2209,10176
790946055508652032,4849,17177
790723298204217344,2400,0
790698755171364864,1992,8473
790581949425475584,7425,21302
790337589677002753,1940,8088
790277117346975746,3282,12949
790227638568808452,3690,0
789986466051088384,2400,9549
789960241177853952,4271,0
789903600034189313,4261,10703
789628658055020548,1837,7741
789599242079838210,1994,6983
789530877013393408,3503,12132
789314372632018944,2369,8917
789280767834746880,5119,0
789268448748703744,2688,9405
789137962068021249,2904,10030
788908386943430656,12871,28271
788765914992902144,10691,28233
788552643979468800,7443,0
788412144018661376,5451,16054
788178268662984705,2171,7462
788150585577050112,1338,6311
788070120937619456,3548,0
788039637453406209,1368,6325
787810552592695296,3163,8922
787717603741622272,2879,10568
787397959788929025,2931,11213
787322443945877504,1800,8044
787111942498508800,6958,0
786963064373534720,8223,27394
786729988674449408,2496,0
786709082849828864,6309,18780
786664955043049472,2642,10959
786595970293370880,3216,9713
786363235746385920,3628,11232
786286427768250368,2945,8211
786233965241827333,4916,15718
786051337297522688,159,1478
786036967502913536,7263,0
785927819176054784,3286,11724
785872687017132033,1889,6902
785639753186217984,2300,8079
785533386513321988,2059,9383
785515384317313025,1306,6295
785264754247995392,1690,7477
785170936622350336,4990,12397
784826020293709826,3340,10413
784517518371221505,2612,9247
784431430411685888,1317,5875
784183165795655680,8322,20695
784057939640352768,11488,30675
783839966405230592,11110,30889
783821107061198850,2032,7578
783695101801398276,3322,10758
783466772167098368,2320,8709
783391753726550016,5664,17364
783347506784731136,5733,0
783334639985389568,12045,29990
783085703974514689,2272,8391
782969140009107456,7601,24801
782747134529531904,1452,7688
782722598790725632,5546,17774
782598640137187329,1929,8010
782305867769217024,5744,17129
782021823840026624,6410,0
781955203444699136,3475,11430
781661882474196992,2799,10742
781655249211752448,1159,4113
781524693396357120,5726,21324
781308096455073793,2630,7351
781251288990355457,2140,8663
781163403222056960,2816,10070
780931614150983680,7523,22207
780858289093574656,2063,7385
780800785462489090,1340,5637
780601303617732608,3443,12442
780543529827336192,1787,6489
780496263422808064,3817,0
780476555013349377,117,0
780459368902959104,1109,5437
780192070812196864,2310,8942
780092040432480260,2367,0
780074436359819264,5111,12542
779834332596887552,7263,19446
779377524342161408,3193,9053
779124354206535695,18871,0
779056095788752897,4655,15181
778990705243029504,7439,20526
778774459159379968,10194,0
778764940568104960,375,892
778748913645780993,1349,7077
778650543019483137,1556,5922
778624900596654080,1040,4757
778408200802557953,4463,13993
778396591732486144,12588,0
778383385161035776,1133,6002
778286810187399168,3390,10680
778039087836069888,2719,8713
778027034220126208,1661,6718
777953400541634568,3638,0
777885040357281792,1671,6523
777684233540206592,3012,11522
777641927919427584,4341,0
777621514455814149,2563,8992
777189768882946048,4411,14648
776819012571455488,14071,0
776813020089548800,1246,4998
776477788987613185,2855,9061
776249906839351296,9402,0
776218204058357768,16312,30681
776201521193218049,2582,9861
776113305656188928,4470,12055
776088319444877312,156,1888
775898661951791106,16992,0
775842724423557120,2736,12005
775733305207554048,4094,14195
775729183532220416,4707,13268
775364825476165632,3058,7586
775350846108426240,4010,10416
775085132600442880,4851,15941
774757898236878852,1829,8796
774639387460112384,1775,6906
774314403806253056,5667,22306
773985732834758656,3977,10994
773922284943896577,1792,6549
773704687002451968,1668,6767
773670353721753600,1342,5469
773547596996571136,6332,22639
773336787167145985,5211,0
773308824254029826,7652,23839
773247561583001600,3322,9667
773191612633579521,4249,10235
772877495989305348,3976,8765
772826264096874500,2409,8249
772615324260794368,3472,0
772581559778025472,1731,6649
772193107915964416,1428,6188
772152991789019136,1158,3895
772117678702071809,760,3863
772114945936949249,478,2784
772102971039580160,957,4095
771908950375665664,1950,6732
771770456517009408,3472,12281
771500966810099713,2669,8451
771380798096281600,5211,10736
771171053431250945,7679,0
771136648247640064,2991,9369
771102124360998913,1473,6382
771014301343748096,1690,7048
770787852854652928,1232,5048
770772759874076672,1451,5299
770655142660169732,1800,7497
770414278348247044,2145,6463
770293558247038976,1516,6394
770093767776997377,3132,0
770069151037685760,2349,7753
769940425801170949,9791,32084
769695466921623552,1706,6547
769335591808995329,7912,0
769212283578875904,1763,5525
768970937022709760,6663,14712
768909767477751808,2749,0
768855141948723200,907,4292
768609597686943744,1231,4214
768596291618299904,1313,5154
768554158521745409,5963,0
768473857036525572,3509,13928
768193404517830656,3638,11119
767884188863397888,1416,4847
767754930266464257,5502,16349
767500508068192258,2389,7649
767191397493538821,3859,12548
767122157629476866,2920,10384
766864461642756096,5769,0
766793450729734144,1383,5179
766714921925144576,387,2658
766693177336135680,813,4102
766423258543644672,1630,6143
766313316352462849,1928,6940
766078092750233600,2689,0
766069199026450432,871,4330
766008592277377025,508,3824
765719909049503744,2203,7392
765669560888528897,1251,5304
765395769549590528,3459,27081
765371061932261376,2208,7229
765222098633691136,3472,11881
764857477905154048,1809,6587
764259802650378240,1538,6146
763956972077010945,56,768
763837565564780549,4241,12848
763183847194451968,1503,5481
763167063695355904,3084,0
763103485927849985,2334,7513
762699858130116608,3690,12398
762471784394268675,6588,11469
762464539388485633,4271,10513
762316489655476224,1143,4897
762035686371364864,15863,32548
761976711479193600,2054,5507
761750502866649088,3996,0
761745352076779520,878,4354
761672994376806400,29677,50459
761599872357261312,1208,4212
761371037149827077,18439,0
761334018830917632,1484,5284
761292947749015552,1105,4565
761227390836215808,1598,5415
761004547850530816,3548,11553
760893934457552897,995,3888
760656994973933572,1946,6733
760641137271070720,1319,5059
760539183865880579,3697,7729
760521673607086080,1419,4308
760290219849637889,11743,27327
760252756032651264,892,4018
760190180481531904,1841,5808
760153949710192640,31,0
759943073749200896,2124,6062
759923798737051648,5769,14938
759846353224826880,2017,6842
759793422261743616,1948,6083
759557299618865152,1208,4794
759447681597108224,2496,8653
759446261539934208,498,1707
759197388317847553,1993,6188
759159934323924993,1181,0
759099523532779520,4256,14775
759047813560868866,2065,6616
758854675097526272,915,3618
758828659922702336,3908,11409
758740312047005698,1644,5841
758474966123810816,1021,3878
758467244762497024,2257,4888
758405701903519748,1947,5299
758355060040593408,1102,3471
758099635764359168,10194,19449
758041019896193024,380,2747
757741869644341248,3305,6990
757729163776290825,8131,0
757725642876129280,1231,4629
757611664640446465,1122,4647
757597904299253760,304,0
757596066325864448,1074,4416
757400162377592832,6984,15405
757393109802180609,1774,5925
757354760399941633,1449,4603
756998049151549440,2021,6401
756939218950160384,2045,6762
756651752796094464,1331,5152
756526248105566208,3651,10590
756303284449767430,1114,4013
756288534030475264,17753,43512
756275833623502848,1560,6528
755955933503782912,2940,7464
755206590534418437,5442,16728
755110668769038337,11287,21612
754874841593970688,8072,0
754856583969079297,2571,7016
754747087846248448,533,2636
754482103782404096,1990,5397
754449512966619136,741,3819
754120377874386944,2394,7997
753655901052166144,2206,5935
753420520834629632,3635,8042
753398408988139520,1945,5853
753375668877008896,2367,7767
753298634498793472,5805,0
753294487569522689,1060,3432
753039830821511168,21258,37732
753026973505581056,984,3982
752932432744185856,6958,12858
752917284578922496,1610,7024
752701944171524096,2928,0
752682090207055872,1616,6099
752660715232722944,1585,4454
752568224206688256,2324,5602
752519690950500352,3487,7474
752334515931054080,1116,3877
752309394570878976,16595,0
752173152931807232,1866,6042
751950017322246144,939,3118
751937170840121344,1353,5277
751830394383790080,1976,5895
751793661361422336,2941,5934
751598357617971201,3085,8042
751583847268179968,1125,4473
751538714308972544,1286,5122
751456908746354688,1016,3271
751251247299190784,5973,12697
751205363882532864,1847,6424
751132876104687617,1318,5153
750868782890057730,1388,4857
750719632563142656,5119,13404
750506206503038976,1160,4516
750429297815552001,4341,13377
750383411068534784,1166,4626
750381685133418496,28,713
750147208377409536,974,3158
750132105863102464,1310,3681
750117059602808832,1333,4401
750101899009982464,857,3090
750086836815486976,543,2206
750071704093859840,3389,7971
750056684286914561,911,3205
750041628174217216,629,3230
750026558547456000,798,2756
750011400160841729,917,3285
749996283729883136,830,3112
749981277374128128,2490,5198
749774190421639168,1335,4721
749417653287129088,1671,6200
749403093750648834,542,2664
749395845976588288,3491,8699
749317047558017024,2262,5574
749075273010798592,2098,5834
749064354620928000,1544,4872
749036806121881602,802,3137
748977405889503236,3439,10911
748932637671223296,2290,5909
748705597323898880,961,2819
748699167502000129,1613,4819
748692773788876800,1345,4305
748575535303884801,2003,6159
748568946752774144,675,2226
748346686624440324,1245,5292
748337862848962560,4156,7756
748324050481647620,775,3727
748307329658011649,716,3717
748220828303695873,7907,14337
747963614829678593,2167,5841
747933425676525569,2580,6695
747885874273214464,988,2987
747844099428986880,758,2849
747816857231626240,1179,4910
747651430853525504,158,1408
747648653817413632,5923,13060
747600769478692864,558,2354
747594051852075008,1064,3728
747512671126323200,1627,5615
747461612269887489,1052,3919
747439450712596480,1936,5500
747242308580548608,2927,0
747219827526344708,1593,5334
747204161125646336,929,3415
747103485104099331,4014,9692
746906459439529985,300,2926
746872823977771008,2151,6059
746818907684614144,1754,5372
746790600704425984,1617,4933
746757706116112384,3956,9697
746726898085036033,1811,6117
746542875601690625,1896,5099
746521445350707200,990,0
746507379341139972,1092,4704
746369468511756288,1643,6244
746131877086527488,2225,6982
746056683365994496,814,3599
745789745784041472,1080,4070
745712589599014916,2357,7082
745433870967832576,2562,7156
745422732645535745,2459,8674
745314880350101504,2780,7275
745074613265149952,3551,7939
745057283344719872,2287,7324
744995568523612160,627,3000
744971049620602880,2714,7963
744709971296780288,1578,5671
744334592493166593,2143,6860
744234799360020481,78756,158097
744223424764059648,372,1688
743980027717509120,1108,4215
743895849529389061,968,3674
743835915802583040,2108,0
743609206067040256,1391,4524
743595368194129920,6614,18604
743545585370791937,949,3559
743510151680958465,3749,7985
743253157753532416,1239,4272
743222593470234624,1920,6275
743210557239623680,1380,3876
742534281772302336,3607,7135
742528092657332225,2003,4471
742465774154047488,3930,7337
742423170473463808,3817,9915
742385895052087300,1996,6868
742161199639494656,1390,4384
742150209887731712,1564,5172
741793263812808706,1526,4586
741743634094141440,2784,8240
741438259667034112,845,3709
741303864243200000,3243,8865
741099773336379392,5570,10100
741067306818797568,3132,9581
740995100998766593,2769,6436
740711788199743490,947,3439
740699697422163968,793,2881
740676976021798912,6885,18325
740373189193256964,13403,35265
740365076218183684,435,2481
740359016048689152,873,3323
740214038584557568,1979,6745
739979191639244800,5963,20143
739932936087216128,1083,4086
739844404073074688,859,3839
739623569819336705,1366,3813
739606147276148736,1661,5413
739544079319588864,21469,39905
739485634323156992,2942,7210
739238157791694849,58400,116768
738891149612572673,6,111
738885046782832640,1149,3804
738883359779196928,798,3342
738537504001953792,1555,5139
738402415918125056,847,3272
738184450748633089,1217,4350
738166403467907072,3384,8845
738156290900254721,652,2531
737826014890496000,1783,5310
737800304142471168,3481,10061
737678689543020544,1336,5084
737445876994609152,4489,10347
737322739594330112,815,3640
737310737551491075,7466,14793
736736130620620800,1744,4309
736392552031657984,7443,17821
736365877722001409,1259,4009
736225175608430592,2806,8190
736010884653420544,3011,7943
735991953473572864,1161,3625
735648611367784448,1112,4048
735635087207878657,2361,6216
735274964362878976,5074,13098
735256018284875776,888,3367
735137028879360001,981,3151
734912297295085568,528,2763
734787690684657664,6318,12650
734776360183431168,547,2526
734559631394082816,397,1496
733828123016450049,785,3596
733822306246479872,1024,3704
733482008106668032,957,3160
733460102733135873,1291,4233
733109485275860992,16992,50543
732732193018155009,541,2457
732726085725589504,894,3571
732585889486888962,782,3688
732375214819057664,2532,8132
732005617171337216,5446,15002
731285275100512256,997,3513
731156023742988288,1276,3867
